step,si_time,force_x,force_y,force_z,torque_x,torque_y,torque_z
1,6.26703024E-5,-2.13473296E3,4.05902672E4,2.08708262E3,5.02052593E2,-1.04107249E1,4.89888760E2
2,1.25340604E-4,-1.16988730E3,-1.73631576E4,1.11297786E3,4.71141192E1,3.86020376,3.27703524E1
3,1.88010920E-4,-3.02022147E3,7.64030076E3,2.95027328E3,4.24507142E2,7.51169632,4.49140596E2
4,2.50681208E-4,-4.97038600E3,4.39859392E4,4.91384840E3,7.66156912E2,1.81746592,7.96587368E2
5,3.13351512E-4,-4.72115656E3,2.75828360E4,4.65033056E3,6.37378788E2,7.85838176E-1,5.98964552E2
6,3.76021840E-4,-2.91398832E3,-3.05116534E3,2.76845480E3,3.28500366E2,-9.93989752,2.88250016E2
7,4.38692140E-4,-2.25854278E3,6.87702416E3,2.15840125E3,3.28014516E2,-2.26090742E1,3.56097436E2
8,5.01362419E-4,-2.26562000E3,2.68677784E4,2.29145884E3,5.05421686E2,-2.17275118E1,5.14058161E2
9,5.64032744E-4,-3.19648194E3,1.59663164E4,3.18078756E3,4.81821728E2,-9.91452696,4.36441516E2
10,6.26703024E-4,-4.25751352E3,-2.53913952E2,4.08842564E3,3.59860944E2,8.71877192,3.61217000E2
11,6.89373352E-4,-2.19165754E3,6.90632776E3,2.04268456E3,2.65829564E2,6.89942456,3.15997767E2
12,7.52043676E-4,2.88904736E2,1.86611864E4,-2.44882800E2,2.09382439E2,-1.50082196E1,1.99463440E2
13,8.14713955E-4,-9.73397544E2,1.05743671E4,1.08843648E3,1.73769904E2,-2.12122154E1,1.31458724E2
14,8.77384280E-4,-3.29015040E3,-8.29751110E2,3.27567292E3,1.51136340E2,4.36929512E-1,1.58671488E2
15,9.40054512E-4,-2.31366372E3,6.02365971E3,2.25201488E3,1.27807832E2,1.67785416E1,1.42519940E2
16,1.00272489E-3,-4.17378568E2,1.46324848E4,4.59966944E2,1.09319580E2,5.58057024,9.79841040E1
17,1.06539512E-3,-1.92351464E3,5.14455557E3,1.95942400E3,1.46844352E2,-2.00500369E1,1.33639528E2
18,1.12806547E-3,-3.34718300E3,-4.44547032E3,3.29072570E3,1.24546862E2,-2.10637593E1,1.18105936E2
19,1.19073570E-3,-9.69865128E2,5.83716200E3,9.35881136E2,-1.34881772E1,5.14377213,6.55264948
20,1.25340604E-3,8.70758440E2,1.53475904E4,-8.36989020E2,-6.81246136E1,1.32534384E1,-3.55610324E1
21,1.31607640E-3,-1.61007820E3,2.44685076E3,1.62579288E3,1.02942550E2,-6.80562400,8.99442960E1
22,1.37874664E-3,-3.94901848E3,-7.72789336E3,3.88853720E3,2.58032940E2,-1.35719752E1,2.15219021E2
23,1.44141696E-3,-1.93919464E3,6.22318936E3,1.87554632E3,1.28412604E2,5.57658100,1.41600812E2
24,1.50408732E-3,4.42899656E1,1.60291408E4,-5.71269848E1,1.61271024,1.96127344E1,5.24953318E1
25,1.56675756E-3,-1.89597072E3,-1.33252120E2,1.88798448E3,1.57393896E2,3.18724536,1.48991024E2
26,1.62942780E-3,-3.61918952E3,-1.20384192E4,3.61310648E3,3.02425337E2,-4.80242016,2.55129240E2
27,1.69209824E-3,-1.97199120E3,4.03752279E3,1.99325368E3,1.90385080E2,5.79716680,1.89280512E2
28,1.75476848E-3,-3.05959749E2,1.74931632E4,3.23043776E2,8.54013540E1,-1.71739400E-1,1.13799870E2
29,1.81743888E-3,-1.60662616E3,1.74397016E3,1.57786476E3,1.87864968E2,-7.03195000,1.78261352E2
30,1.88010904E-3,-3.21832156E3,-1.29184604E4,3.18754744E3,2.75510120E2,1.59124004,2.46614216E2
31,1.94277944E-3,-2.09364891E3,8.70315360E2,2.10094810E3,1.93227912E2,-7.71964976E-1,2.01334143E2
32,2.00544977E-3,-5.30511714E2,1.52533032E4,5.52895500E2,1.17643762E2,-8.36454104,1.39550268E2
33,2.06812001E-3,-1.14212906E3,2.36146760E3,1.12243485E3,1.33389568E2,-8.62187292,1.25048590E2
34,2.13079023E-3,-2.11535001E3,-1.17796850E4,2.05593133E3,1.44519676E2,-5.44084692,1.32511116E2
35,2.19346070E-3,-1.26334762E3,-5.68118480E2,1.23824382E3,1.04202080E2,-4.59590148,1.19237876E2
36,2.25613094E-3,-1.13935387E2,1.27171100E4,1.39528512E2,5.32880450E1,-4.67204096,7.35338544E1
37,2.31880140E-3,-8.32691478E2,2.54481720E3,8.49818992E2,4.90667488E1,-6.67519568,4.68241216E1
38,2.38147140E-3,-1.87904168E3,-1.02227283E4,1.85497120E3,7.54339220E1,-1.34942592,6.18987942E1
39,2.44414188E-3,-1.03858781E3,-1.47168292E3,1.01080167E3,6.76126432E1,8.56888104,7.04766178E1
40,2.50681208E-3,2.40781164E2,1.02500677E4,-2.16159320E2,7.79095648,5.43312360,2.06406164E1
41,2.56948232E-3,-1.70399176E2,1.86159096E3,2.07659912E2,-4.76206496E1,-9.55378056,-4.78216744E1
42,2.63215280E-3,-1.10024512E3,-8.91296576E3,1.09381497E3,-2.33327318E1,-7.83082488,-4.03578520E1
43,2.69482328E-3,-5.87590984E2,-7.42920588E2,5.99109312E2,3.21650242E1,8.46858500,2.16838718E1
44,2.75749328E-3,1.57887232E2,9.33442498E3,-8.47000788E1,3.31421018E1,1.24141074E1,3.42373444E1
45,2.82016376E-3,-5.65878344E2,9.54146480E2,6.27699184E2,-6.55726624,-2.53261232,-1.79912664E1
46,2.88283392E-3,-1.16044617E3,-8.23573590E3,1.16069496E3,-1.89462088E1,-1.02885544E1,-3.67651368E1
47,2.94550440E-3,-2.08523583E2,8.98787120E2,1.94602872E2,9.86085608,1.85737576,1.60213508E1
48,3.00817466E-3,4.41279696E2,1.00567043E4,-4.21743536E2,3.60878180E1,1.27614654E1,5.38988208E1
49,3.07084465E-3,-5.44388104E2,3.67501424E2,5.62601708E2,4.14804649E1,4.80439280,2.74963592E1
50,3.13351512E-3,-1.22712898E3,-8.47050000E3,1.20598304E3,2.63503240E1,-4.96049784,-3.15748382
51,3.19618558E-3,-2.72722960E2,1.90605352E3,2.36829756E2,1.71824744E1,-1.96532760,2.29997230E1
52,3.25885558E-3,3.83266376E2,1.10284722E4,-3.83242800E2,4.42304944E1,7.60428476,7.24685430E1
53,3.32152606E-3,-5.84812304E2,1.93660816E2,6.18182706E2,7.96582416E1,4.66980268,7.15220022E1
54,3.38419652E-3,-1.21449518E3,-9.03342724E3,1.24071086E3,6.87397384E1,-4.03080702,3.24640130E1
55,3.44686700E-3,-1.70066008E2,2.12579799E3,1.61198388E2,2.38085580E1,-5.92520664E-1,1.93932368E1
56,3.50953700E-3,6.06512451E2,1.17389644E4,-6.15747595E2,1.58232952E1,8.10541534,4.34199668E1
57,3.57220744E-3,-3.55560972E2,4.28043700E2,3.81391144E2,5.79062320E1,2.09772611,6.17732238E1
58,3.63487768E-3,-1.19862794E3,-9.66861916E3,1.22939516E3,6.37201308E1,-4.41502716,3.93393592E1
59,3.69754792E-3,-2.97872040E2,1.17266512E3,2.92372896E2,1.31440068E1,4.52807044E-1,6.74941016
60,3.76021816E-3,6.40708780E2,1.15635538E4,-6.57993556E2,-4.13566780,7.11958218,1.26969994E1
61,3.82288840E-3,-1.67665376E2,9.96747208E2,1.69314432E2,3.76912280E1,-1.00513232,4.04279948E1
62,3.88555888E-3,-1.08714736E3,-9.78197768E3,1.10362041E3,4.75612400E1,-6.60754968,3.79616856E1
63,3.94822928E-3,-2.05187321E2,-2.30762840E2,2.13800263E2,-1.28846574E1,-3.17751694E-1,-5.74540184
64,4.01089954E-3,8.13033581E2,1.03562153E4,-8.11091995E2,-4.67029428E1,2.01132083,-3.24600006E1
65,4.07356930E-3,-5.81457280E1,1.36193252E3,6.60422468E1,6.53514480,-3.43708944,1.61540592
66,4.13624001E-3,-1.08368624E3,-8.99244312E3,1.07785952E3,4.36708212E1,-2.34583784,3.17025304E1
