step,si_time,force_x,force_y,force_z,torque_x,torque_y,torque_z
1,6.26703024E-5,-1.29698122E1,3.42055152E4,-3.30195212E1,1.67680800E1,-2.33082104E1,1.43455088
2,1.25340604E-4,3.89565184E-1,-7.86112216E3,-8.49787520E1,1.02843237E1,-4.43766688E-1,1.34159528E1
3,1.88010920E-4,-1.57301236E1,-1.62445056E3,-4.23381758E1,7.01730251,3.90664600E1,7.97182464
4,2.50681208E-4,-1.94231608E1,1.78515720E4,-1.21761740E1,-1.56688584E1,-1.81106624E1,-7.95456216E-1
5,3.13351512E-4,2.61433576E1,1.82896768E4,-4.72848936E1,-8.39895916,-7.15182114E1,-4.20599938
6,3.76021840E-4,2.75997424E1,1.02872753E4,-6.60204460E1,2.93120816E1,2.78246496,-3.57745980
7,4.38692140E-4,-5.27525664E1,1.05849791E4,-4.90396880E1,3.00038314E1,8.67485240E1,-1.14278972
8,5.01362419E-4,-5.61226796E1,1.20837784E4,-7.86498496E1,-1.26073874E1,5.72180608E1,-1.51216256
9,5.64032744E-4,4.21429444E1,8.23682404E3,-8.52144052E1,-2.25951910E1,-2.44067384E1,-4.59328700E-1
10,6.26703024E-4,6.53447296E1,3.00407481E3,-5.01798534E1,1.19955230E1,-5.64830876E1,1.49380504E1
11,6.89373352E-4,-3.68792080E1,2.35643484E3,-3.22044182E1,1.83483064E1,5.93300392,1.90153088E1
12,7.52043676E-4,-1.14860201E2,8.27193260E3,-4.03449726E1,6.84416536E-2,9.64341640E1,1.68831184
13,8.14713955E-4,-5.97430560E1,1.31142998E4,-4.16247272E1,7.19697762,6.21612502E1,-1.02576172E1
14,8.77384280E-4,2.25980114E1,8.95325184E3,-1.11660337E1,2.57767368E1,-8.40884972E1,2.35183264
15,9.40054512E-4,1.26651848E1,8.74332904E2,4.11914301E1,2.05354667E1,-8.40535068E1,2.12709284E1
16,1.00272489E-3,-2.17106938E1,-1.63856972E3,2.63853740E1,9.48778820,4.64117672E1,1.92287944E1
17,1.06539512E-3,-1.72932144E1,1.11239326E3,-6.04701567,1.05614174E1,3.53009868E1,-8.46023656E-1
18,1.12806547E-3,-2.81025816E1,5.08319855E3,2.24549246E1,1.38384640E1,-6.99982072E1,-4.95720240
19,1.19073570E-3,-7.23903990E1,8.56965540E3,1.74109576E1,1.16847300E1,-3.39653780E1,1.07537556E1
20,1.25340604E-3,-6.28716230E1,6.49404144E3,-6.00455809E1,1.39987124,7.63247824E1,1.82669576E1
21,1.31607640E-3,-1.44736932E1,-2.61742568E3,-7.95417640E1,-1.15307641,3.36222004E1,1.49750172E1
22,1.37874664E-3,1.66725432E1,-5.77407408E3,-1.23732364E1,4.93826440E-1,-6.78549816E1,1.11423469E1
23,1.44141696E-3,1.75850808,3.34996104E3,7.43937780E-1,-8.54053688E-1,-1.86604584E1,1.00579584E1
24,1.50408732E-3,-6.23558760E1,8.21987152E3,-5.33900356E1,3.90786432,5.67343280E1,1.59256948E1
25,1.56675756E-3,-7.56724928E1,-7.98947240E1,-4.94430832E1,5.92925072,8.74195288,1.12477410E1
26,1.62942780E-3,-4.03535032E1,-5.28194332E3,-3.02624750E1,3.91705872,-2.79990504E1,4.38977812E-1
27,1.69209824E-3,-4.16541862E-1,2.29745674E3,-5.42619036E1,-8.17180824E-1,2.95286536E1,1.07926989E-1
28,1.75476848E-3,-1.42068708E1,6.44831180E3,-6.05991078E1,-8.92172624,5.43687200E1,1.26060330E1
29,1.81743888E-3,-4.53552340E1,-2.36138152E3,-2.68712808E1,-8.67673584,-3.42039444,2.32049418E1
30,1.88010904E-3,-3.89851544E1,-7.22078658E3,-2.01891851E1,3.87612936E-1,-3.50913048E1,1.06682050E1
31,1.94277944E-3,-1.70257032E1,1.80785656E3,-3.14936876E1,5.23233796,3.44433164,-5.86683128
32,2.00544977E-3,-2.30586148E1,8.71877576E3,-7.10146713E1,-3.11346579,2.78113440E1,7.44622944E-1
33,2.06812001E-3,-2.91064712E1,1.29241694E3,-1.09678483E2,-1.35798348E1,-9.04651070,1.62295844E1
34,2.13079023E-3,-2.27806020E1,-7.40654612E3,-9.59201144E1,-1.38061584E1,-4.07030201E1,1.80041256E1
35,2.19346070E-3,-9.54565336,-3.53723408E3,-2.92868208E1,-7.92654088E-1,-4.22672796,6.33721160
36,2.25613094E-3,-2.41099192,4.80580760E3,5.45961380,1.24612320E1,3.17492556E1,-2.00702691
37,2.31880140E-3,-1.24304580E1,4.22198152E3,-3.14775062E1,1.28544188E1,-1.66317332E1,7.20524502
38,2.38147140E-3,-2.59780860E1,-1.70614328E3,-5.97744608E1,3.50137948,-6.52222444E1,1.68510808E1
39,2.44414188E-3,-1.21836210E1,-2.33193182E3,-2.45813060E1,-3.45308544,-1.08040953,4.01770783
40,2.50681208E-3,1.93988648E1,1.13444483E3,2.70268320E1,6.71461008,6.56247568E1,-9.17171574
41,2.56948232E-3,2.82004664E1,1.24918712E3,5.40794468E1,2.32860876E1,-4.47484636,-3.48118736
42,2.63215280E-3,-2.81290104,-9.32684040E2,2.91542504E1,1.79799024E1,-7.69568112E1,7.44940996
43,2.69482328E-3,-3.21255660E1,2.09056640E2,-1.36538696,3.20149350,6.72832056,7.53774832
44,2.75749328E-3,-2.79807400E1,2.61367536E3,1.04580343E1,1.37318660,9.09434032E1,3.61481856
45,2.82016376E-3,3.83430480,1.16527689E3,3.27332186E1,5.33890008,8.81752208,1.57889116E-1
46,2.88283392E-3,1.25662232E1,-1.22444474E3,3.84248424E1,1.15832865E1,-8.17079830E1,-4.52730132
47,2.94550440E-3,-1.48961032E1,1.41379212E2,4.85272888E1,2.01624680E1,-1.02211344E1,-3.14377260
48,3.00817466E-3,-3.72822240E1,1.98234688E3,3.07935786E1,1.74597776E1,7.98764512E1,5.54471112
49,3.07084465E-3,-3.20799612E1,2.04394174E2,-2.09832263,2.68140480,2.65013480E1,9.56046868
50,3.13351512E-3,-1.17391098E1,-7.17689276E2,-6.16491985E-1,-3.15956283,-5.13517857E1,6.98327592
51,3.19618558E-3,-1.06709063E1,2.36984300E3,2.17819142E1,6.16940116,-1.50705636E1,8.46080208E-1
52,3.25885558E-3,-2.25755740E1,3.15701318E3,4.18955230E1,1.57370316E1,4.31787158E1,-2.36311792
53,3.32152606E-3,-1.79650136E1,-1.55168212E3,6.99084616E1,1.36570836E1,1.10316455E1,-1.18540824
