step,si_time,force_x,force_y,force_z,torque_x,torque_y,torque_z
1,6.26703024E-5,-7.06896067E3,6.89035368E4,7.20774174E3,2.72700592E3,-3.08657026E1,2.66849588E3
2,1.25340604E-4,-9.67187312E3,-1.59460296E4,9.79799176E3,5.78370240E2,-5.44209576E1,6.05515433E2
3,1.88010920E-4,-9.37351228E3,3.82072928E4,9.45954800E3,3.38817404E3,-5.22202444E1,3.59935260E3
4,2.50681208E-4,-6.83130888E3,9.28592206E4,6.75511648E3,4.64821480E3,-2.26613236E1,4.79541352E3
5,3.13351512E-4,-9.13234520E3,5.65851116E4,8.77156736E3,2.65032576E3,-5.79505112E1,2.55714200E3
6,3.76021840E-4,-1.06116879E4,7.27646208E3,1.01217902E4,1.47804904E3,-9.53977488E1,1.42383336E3
7,4.38692140E-4,-8.30387306E3,2.99647616E4,7.86953736E3,3.09255672E3,-4.85030936E1,3.29191088E3
8,5.01362419E-4,-5.16226530E3,5.88334752E4,4.69270608E3,3.68475320E3,-1.55191316E1,3.88918992E3
9,5.64032744E-4,-5.95061496E3,3.47352576E4,5.55220412E3,1.75740520E3,-7.36160804E1,1.79616872E3
10,6.26703024E-4,-1.05181647E4,1.66371620E4,1.01245558E4,1.25770522E3,-1.31356346E2,1.37618028E3
11,6.89373352E-4,-9.55198956E3,3.50771212E4,9.05707741E3,2.70562816E3,-1.07375992E2,3.00979304E3
12,7.52043676E-4,-3.87543800E3,4.69609784E4,3.52201392E3,3.00451064E3,-6.24121094E1,3.28030372E3
13,8.14713955E-4,-3.98819472E3,2.75066992E4,3.98612568E3,1.51184320E3,-1.04493582E2,1.62790812E3
14,8.77384280E-4,-6.82658240E3,9.12843990E3,6.96428536E3,2.56521512E2,-1.44654368E2,3.60522556E2
15,9.40054512E-4,-4.33884716E3,2.08950591E4,4.17796278E3,7.49587868E2,-1.26711834E2,1.01391983E3
16,1.00272489E-3,-1.58127488E3,3.49830628E4,1.09012818E3,1.68078312E3,-8.95062736E1,1.98564528E3
17,1.06539512E-3,-4.61791992E3,1.94912064E4,4.40952824E3,1.03443539E3,-6.60712004E1,1.11622930E3
18,1.12806547E-3,-6.65212108E3,1.46979308E3,6.83407736E3,-3.33914684E2,-7.88009880E1,-4.49880888E2
