step,si_time,force_x,force_y,force_z,torque_x,torque_y,torque_z
1,6.26703024E-5,1.06433738E2,7.11085367E4,-7.96290304E1,3.37584116E3,3.34370352E1,3.29422880E3
2,1.25340604E-4,2.66047932E1,-9.85389328E3,3.20169950E1,1.81333824E3,5.68985656E1,1.58269048E3
3,1.88010920E-4,1.39540696E2,7.53629492E4,4.83271216E1,6.44889592E3,5.66688824E1,6.37146328E3
4,2.50681208E-4,3.52230216E2,1.05749905E5,-6.48797988E1,4.59373616E3,1.95040504E1,4.86769152E3
5,3.13351512E-4,1.89552272E2,3.43837620E4,1.49754000E2,-1.44504212E1,4.93200728E1,2.43966652E2
6,3.76021840E-4,-2.52840496E2,3.30523824E4,3.24880720E2,3.87449384E3,8.71924784E1,3.85361600E3
7,4.38692140E-4,-2.60311244E2,8.28169250E4,7.04378271E1,7.66128300E3,3.63546492E1,7.79495192E3
8,5.01362419E-4,1.19590806E2,5.59840868E4,-1.34507800E2,2.52953504E3,-8.56709480,2.97413448E3
9,5.64032744E-4,-1.85077560E1,2.21619010E4,3.37498164E1,-3.98097512E2,-6.00456476,-1.88390040E2
10,6.26703024E-4,-4.03994990E2,5.49259852E4,2.24834060E2,4.22975112E3,3.20835280E1,4.18827820E3
11,6.89373352E-4,-2.81669856E2,6.08349800E4,6.66207884E1,5.28358222E3,4.44842480E1,5.60180520E3
12,7.52043676E-4,4.19225264E1,2.44383288E4,-1.29266596E2,1.37349524E3,3.81768080E1,2.03563929E3
13,8.14713955E-4,-1.13758326E2,3.50985956E4,6.16117287,1.61485900E3,1.44411636E1,2.08905768E3
14,8.77384280E-4,-4.56625556E2,5.57297228E4,1.72588136E2,3.34140588E3,2.01755953E1,3.62351920E3
15,9.40054512E-4,-3.98493768E2,2.15848541E4,1.04258406E1,5.00706244E2,3.67647048E1,1.04510165E3
16,1.00272489E-3,-2.21200442E2,7.13153410E3,-1.59448076E2,-8.33806612E2,1.64278840,-1.47223820E2
17,1.06539512E-3,-2.62062000E2,4.16241646E4,2.18352460E1,2.30676914E3,-3.28216028,2.73885608E3
18,1.12806547E-3,-3.19171380E2,3.61475064E4,2.20237232E2,1.93897712E3,6.07638169E1,2.18820572E3
19,1.19073570E-3,-3.50416852E2,3.13033295E3,1.41740012E2,-1.45607876E3,6.81905888E1,-1.08215046E3
20,1.25340604E-3,-3.31895160E2,2.55430960E4,-6.55601072E1,3.22929502E2,6.59639596,7.42431020E2
21,1.31607640E-3,-2.79546360E2,4.74339584E4,-1.97244128E2,3.54368140E3,-1.67875352E1,3.80165912E3
22,1.37874664E-3,-2.57812452E2,8.69308376E3,-1.71981512E2,7.89696504E2,3.23515176E1,1.03076124E3
23,1.44141696E-3,-2.01543999E2,1.18312300E3,-5.42156744E1,-1.83627256E3,6.03723765E1,-1.39692844E3
24,1.50408732E-3,-2.47295976E2,4.96030856E4,-2.29573988E1,1.31387734E3,3.25546074E1,1.79692904E3
25,1.56675756E-3,-3.34929492E2,4.01008940E4,-9.78034112E1,3.00723195E3,2.90054200E1,3.28081822E3
26,1.62942780E-3,-3.15463471E2,-1.25304830E4,-1.79799864E2,2.20881582E2,5.43605184E1,3.45970916E2
27,1.69209824E-3,-2.29447746E2,1.28612900E4,-2.92550920E2,-6.89321136E1,5.44644356E1,1.76297832E2
28,1.75476848E-3,-1.20562840E2,6.33396960E4,-2.82420656E2,2.39263988E3,5.08878565E1,2.83266184E3
29,1.81743888E-3,-1.47962248E2,2.69631984E4,-1.07080293E2,2.04851508E3,6.34403468E1,2.42230176E3
30,1.88010904E-3,-4.21420908E2,-1.23305798E4,-3.04226709E1,1.09844732E3,3.25547672E1,1.25080358E3
31,1.94277944E-3,-4.89078280E2,3.38384368E4,-9.52828120E1,2.79827496E3,7.94082640,3.08199859E3
32,2.00544977E-3,-2.37644576E2,6.06135845E4,-1.78819384E2,2.95430520E3,4.49874876E1,3.51113748E3
33,2.06812001E-3,-2.71723888E2,1.05406165E4,-1.68287192E2,7.55879544E2,6.69603112E1,1.19645882E3
34,2.13079023E-3,-6.60543252E2,-3.51054432E3,-3.33229494E1,1.46620404E3,3.04222703E1,1.69885376E3
35,2.19346070E-3,-6.38237476E2,4.09434080E4,3.55479168E1,3.56195424E3,-4.27128410,4.03335524E3
36,2.25613094E-3,-2.79256176E2,3.97213624E4,-6.66596888,1.83110296E3,5.24444676,2.57357024E3
37,2.31880140E-3,-3.54993104E2,2.07710052E3,-1.04071987E2,-1.56606924E2,2.75782848E1,3.57727100E2
38,2.38147140E-3,-8.05992317E2,1.20161592E4,-1.17674876E2,1.97925936E3,2.80519008E1,2.27349854E3
39,2.44414188E-3,-7.55777408E2,3.63118124E4,-1.23425936E2,3.29927612E3,1.91854944E1,3.84876632E3
40,2.50681208E-3,-4.15376759E2,1.81506264E4,-1.86144856E2,8.78811648E2,1.16182256E1,1.64394476E3
41,2.56948232E-3,-5.39372160E2,5.06191492E3,-6.15266562E1,1.85651040E2,6.17269612,7.73321344E2
42,2.63215280E-3,-7.76934384E2,2.16482425E4,1.67975232E2,2.13634396E3,2.71176504E1,2.58483388E3
43,2.69482328E-3,-6.44816924E2,1.88764336E4,4.09347677E1,1.55037524E3,4.03211546E1,2.13277984E3
44,2.75749328E-3,-4.88241912E2,2.42380120E3,-2.64558412E2,-4.67154888E2,9.11643028,2.00445128E2
45,2.82016376E-3,-7.07121706E2,1.15839481E4,-1.20921314E2,4.05160475E2,3.94955536,9.07585049E2
46,2.88283392E-3,-9.29714012E2,1.76980720E4,2.07029867E2,1.41761960E3,3.61315776E1,1.78024960E3
47,2.94550440E-3,-7.53732824E2,1.45121420E3,1.48372388E2,-1.87607480E2,5.20119238E1,3.47926880E2
48,3.00817466E-3,-5.76444768E2,5.51525688E3,-7.00675964E1,-4.14871168E2,2.99245880E1,2.87596824E2
49,3.07084465E-3,-7.23031712E2,2.24633550E4,-3.80713440E1,1.52198492E3,2.22857214E1,2.01414180E3
50,3.13351512E-3,-8.51568412E2,7.51230480E3,7.38248776E1,1.14210486E3,5.40401556E1,1.34640728E3
51,3.19618558E-3,-7.49280740E2,-5.62659216E3,-3.28623628E1,-6.35901880E2,5.45865060E1,-3.10589838E2
52,3.25885558E-3,-6.74096488E2,1.96274424E4,-1.26303030E2,4.36528300E2,2.57327128E1,1.00861990E3
53,3.32152606E-3,-7.06518173E2,2.59333540E4,-5.81272272E1,1.96265224E3,3.54563640E1,2.36935520E3
54,3.38419652E-3,-7.79116920E2,-6.78552392E3,-3.13339829,4.65311624E2,5.07748795E1,6.17543126E2
55,3.44686700E-3,-7.35363196E2,-3.67343400E3,-7.87445592E1,-5.06402922E2,2.26657558E1,-1.75421336E2
56,3.50953700E-3,-6.35761644E2,3.27660036E4,-1.77929208E2,1.27516592E3,1.41742100E1,1.79498736E3
57,3.57220744E-3,-6.98206904E2,2.07267952E4,-1.80666688E2,1.89785280E3,3.97600528E1,2.15999103E3
58,3.63487768E-3,-8.43113424E2,-1.35172248E4,-1.07287193E2,6.26532602E2,2.63983892E1,7.03359175E2
59,3.69754792E-3,-8.14166546E2,9.26544476E3,-6.39143324E1,1.01101220E3,-1.50563336E1,1.36183776E3
